id,group,scenario,ctrl,params_json,P_raw_kW,P_filtered_kW,filter_kW,E_raw_kWh,E_filtered_kWh,T_gt1_s,T_gt50_s,T_gt100_s,T_gt350_s,SOC_final,SOC_min,SOC_max,throughput_kWh,u_total_variation,source_violation_kW,fallback_pct,EFC,recovery_event_starts_s,recovery_s,SOC_at_events,soc_prediction_max_error_pp,soc_sign_mismatches,soc_prediction_violation_pp,ineq_residual,eq_residual,hess_cond,constraint_gram_cond,cycle_first_s,cycle_p50_s,cycle_p95_s,cycle_p99_s,cycle_max_s,qp_first_s,qp_p50_s,qp_p95_s,qp_p99_s,qp_max_s,assembly_first_s,assembly_p50_s,assembly_p95_s,assembly_p99_s,assembly_max_s,overruns,evidence,campaign,level,variant,weight,factor,forecast_shift,forecast_load_factor,event_mode,delay,trial
j00041,fairness,carga_faixas,heuristico,"{""common_slew"": 1, ""dPBESS_ref_max"": 200, ""dPBESS_ref_max_evento"": 200}",90.97959895689502,90.97959895689502,1,0.06422892010570061,0.06379614904621922,10,2,0,0,59.517907106258605,57.816141260772916,60,19.329991355989957,600,0,0,0.019329991355989957,400,10,60,nan,0,nan,nan,nan,nan,nan,0.000539,8.4e-06,1.0549999999999999e-05,2.4650000000000003e-05,0.0005964,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,05_resultados\revisao_operacional\campanha_v1\j00041.mat,campanha_v1,200,,,,,,,,
j00042,fairness,carga_faixas,heuristico_foresight,"{""common_slew"": 1, ""dPBESS_ref_max"": 200, ""dPBESS_ref_max_evento"": 200}",4.67481628589934,4.67481628589934,1,0.003300282757656244,0.002853638055887286,4,0,0,0,59.51681792497207,57.680468746153046,60,20.682769133767742,600,0,0,0.020682769133767744,400,4,59.877154566927075,nan,0,nan,nan,nan,nan,nan,0.0011513,9.6e-06,1.27e-05,1.955e-05,0.0011513,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,05_resultados\revisao_operacional\campanha_v1\j00042.mat,campanha_v1,200,,,,,,,,
j00043,fairness,carga_faixas,miope_qp,"{""common_slew"": 1, ""dPBESS_ref_max"": 200, ""dPBESS_ref_max_evento"": 200}",71.3052887014153,71.3052887014153,1,0.019813174732028427,0.019807024639282026,1,1,0,0,59.25008160676647,57.760607256323,60,18.476454219010296,1727.9149492874367,0,0,0.018476454219010296,400,1,59.95362924970418,nan,0,nan,nan,nan,nan,nan,0.0068582,0.0005948500000000001,0.00083205,0.0010738000000000002,0.0068582,0.0057941,0.00052575,0.0007243,0.0009375,0.0057941,nan,nan,nan,nan,nan,0,05_resultados\revisao_operacional\campanha_v1\j00043.mat,campanha_v1,200,,,,,,,,
j00044,fairness,carga_faixas,mpc_qp_v5,"{""common_slew"": 1, ""dPBESS_ref_max"": 200, ""dPBESS_ref_max_evento"": 200}",0.018083287134061266,0,1,5.0231353196875385e-06,0,0,0,0,0,58.80445916053478,57.39032820948357,60,19.838735484169895,358.15579424110837,0,0,0.019838735484169895,400,0,59.62722944090069,0.014627068887953953,489,0,0,5.684341886080801e-13,333283.200808402,4015243775612013.0,0.0298648,0.02141015,0.03080815,0.03920295,0.0467685,0.0141305,0.017336650000000002,0.0256055,0.033742,0.0416223,0.0044108,0.0039736500000000004,0.00514415,0.00566445,0.0081991,0,05_resultados\revisao_operacional\campanha_v1\j00044.mat,campanha_v1,200,,,,,,,,
j00045,fairness,carga_faixas,mpc_qp_estocastico_3cen,"{""common_slew"": 1, ""dPBESS_ref_max"": 200, ""dPBESS_ref_max_evento"": 200}",5.684341886080802e-14,0,1,3.9137503519661964e-15,0,0,0,0,0,53.362075521559355,52.46317606039853,60,40.530963508690554,759.1767033666786,0,0,0.04053096350869055,400,0,57.99375418000667,0.014640224412623581,860,0,0,3.751665644813329e-10,666566.4016168036,8030487551224027.0,0.0398934,0.0513556,0.05931355,0.06389405,0.088994,0.0252003,0.03978825,0.0470041,0.05157515,0.073993,0.0114681,0.01144405,0.013315500000000001,0.014626,0.0183655,0,05_resultados\revisao_operacional\campanha_v1\j00045.mat,campanha_v1,200,,,,,,,,
j00046,fairness,carga_faixas,heuristico,"{""common_slew"": 1, ""dPBESS_ref_max"": 400, ""dPBESS_ref_max_evento"": 400}",90.97959895689502,90.97959895689502,1,0.06422892010570067,0.06379614904621922,10,2,0,0,59.512763752404986,57.8175199676872,60,19.28911586252646,600,0,0,0.019289115862526462,400,10,60,nan,0,nan,nan,nan,nan,nan,5.25e-05,8.1e-06,1.07e-05,1.73e-05,8.9e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,05_resultados\revisao_operacional\campanha_v1\j00046.mat,campanha_v1,400,,,,,,,,
j00047,fairness,carga_faixas,heuristico_foresight,"{""common_slew"": 1, ""dPBESS_ref_max"": 400, ""dPBESS_ref_max_evento"": 400}",4.67481628589934,4.67481628589934,1,0.0033002827576562913,0.002853638055887286,4,0,0,0,59.519591237785114,57.68184745306733,60,20.683560306970907,600,0,0,0.020683560306970907,400,4,59.877154566927075,nan,0,nan,nan,nan,nan,nan,4.37e-05,9e-06,1.185e-05,1.725e-05,4.76e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,05_resultados\revisao_operacional\campanha_v1\j00047.mat,campanha_v1,400,,,,,,,,
j00048,fairness,carga_faixas,miope_qp,"{""common_slew"": 1, ""dPBESS_ref_max"": 400, ""dPBESS_ref_max_evento"": 400}",6.166924671902052e-05,0,1,3.9007093341399535e-06,0,0,0,0,0,59.21466408570572,57.724682524717494,60,18.649766223319197,2329.019963481828,0,0,0.018649766223319198,400,0,59.92133988866353,nan,0,nan,nan,nan,nan,nan,0.0012117,0.0005838,0.0007861999999999999,0.0010038999999999998,0.0013671,0.0010628,0.0005167,0.0006890500000000001,0.0008929,0.0012666,nan,nan,nan,nan,nan,0,05_resultados\revisao_operacional\campanha_v1\j00048.mat,campanha_v1,400,,,,,,,,
j00049,fairness,carga_faixas,mpc_qp_v5,"{""common_slew"": 1, ""dPBESS_ref_max"": 400, ""dPBESS_ref_max_evento"": 400}",0.018079005855952346,0,1,5.021946075901036e-06,0,0,0,0,0,58.79999205999154,57.385833075022276,60,19.86023491979811,358.00117042334523,0,0,0.01986023491979811,400,0,59.627229019210375,0.014627083697661192,489,0,0,7.958078640513122e-13,333283.200808402,4015243775612013.0,0.0226605,0.021319650000000002,0.02898555,0.031851199999999996,0.043068,0.0138568,0.0173088,0.0243975,0.0268555,0.0332426,0.0043712,0.0037568,0.00471095,0.0050643500000000004,0.0098603,0,05_resultados\revisao_operacional\campanha_v1\j00049.mat,campanha_v1,400,,,,,,,,
j00050,fairness,carga_faixas,mpc_qp_estocastico_3cen,"{""common_slew"": 1, ""dPBESS_ref_max"": 400, ""dPBESS_ref_max_evento"": 400}",5.684341886080802e-14,0,1,4.117275458649187e-15,0,0,0,0,0,53.3620460647146,52.46316915897239,60,40.53087757773431,759.1695061359508,0,0,0.04053087757773431,400,0,57.993754458068146,0.014640221812946663,860,0,0,2.8421709430404007e-11,666566.4016168036,8030487551224027.0,0.0410356,0.0517522,0.0624106,0.07052985,0.0784342,0.0253357,0.0400305,0.0482695,0.0561802,0.0636441,0.0122361,0.01141855,0.01392405,0.0156597,0.0284123,0,05_resultados\revisao_operacional\campanha_v1\j00050.mat,campanha_v1,400,,,,,,,,
j00051,ablacao,carga_faixas,mpc_qp_v5,"{""mpc_foresight_grid"": 0}",0.018079005862091435,0,1,5.021946077643592e-06,0,0,0,0,0,58.800152435350384,57.38583268897276,60,19.86108286620929,358.02293969361654,0,0,0.01986108286620929,400,0,59.62722863278806,0.014627091341246512,489,0,0,5.684341886080801e-13,333283.200808402,4015243775612013.0,0.0206873,0.02182535,0.0322213,0.03756865,0.0477034,0.0140926,0.017410000000000002,0.0271063,0.0313192,0.042006,0.0041868,0.0040611499999999995,0.00514385,0.00596605,0.008179,0,05_resultados\revisao_operacional\campanha_v1\j00051.mat,campanha_v1,,load_only,,,,,,,
j00052,ablacao,carga_faixas,mpc_qp_v5,"{""mpc_foresight_grid"": 0, ""mpc_foresight_load"": 0}",3.961595234438988,3.961595234438988,1,0.001100443120682477,0.0011004431206774966,1,0,0,0,58.71632027792423,57.302398634112606,60,20.25529935013151,792.4262827289438,0,0,0.020255299350131508,400,1,59.99863562207504,0.01459813560915535,491,0,0,3.410605131648481e-13,333283.200808402,4015243775612013.0,0.0214254,0.02061695,0.02805325,0.0303043,0.0392623,0.0145137,0.016792750000000002,0.023771050000000002,0.02516955,0.0335968,0.0040222,0.0036873,0.0044302000000000005,0.005223800000000001,0.0075219,0,05_resultados\revisao_operacional\campanha_v1\j00052.mat,campanha_v1,,no_preview,,,,,,,
j00053,ablacao,carga_faixas,mpc_qp_v5,"{""Nc_mpc"": 1, ""Np_mpc"": 1}",3.9021877003567056,3.9021877003567056,1,0.00108394102788078,0.0010839410278768627,1,0,0,0,53.555526586808284,53.01380789429769,60,36.03556351529938,789.3270603083632,0,0,0.03603556351529938,400,1,59.9995785857463,7.105427357601002e-15,0,0,0,2.2737367544323206e-13,33249.70894497384,4393469340288.3667,0.0727901,0.0013663,0.0020031,0.0026771,0.0727901,0.0278664,0.00106825,0.00157885,0.0019497,0.0278664,0.0356957,0.0001667,0.0002675,0.00033600000000000004,0.0356957,0,05_resultados\revisao_operacional\campanha_v1\j00053.mat,campanha_v1,,horizon1,,,,,,,
j00054,ablacao,carga_faixas,mpc_qp_v5,"{""disable_event_constraint"": 1}",0.2182924818152685,0,1,8.668931185116168e-05,0,0,0,0,0,58.808101370321445,57.39376618575136,60,19.823480010155343,358.7315207353881,0,0,0.019823480010155343,400,0,59.63176748339145,0.014629110587307537,489,0,0,2.2737367544323206e-13,333283.200808402,4015243775612013.0,0.0220013,0.020207450000000002,0.0251298,0.0310922,0.0352893,0.0138776,0.016156749999999998,0.0200587,0.026228750000000002,0.0295316,0.0061179,0.0038074,0.0047978,0.0054806,0.0090407,0,05_resultados\revisao_operacional\campanha_v1\j00054.mat,campanha_v1,,no_event,,,,,,,
j00055,fairness,limite_fonte,heuristico,"{""common_slew"": 1, ""dPBESS_ref_max"": 120, ""dPBESS_ref_max_evento"": 120}",102.78367916551602,102.78367916551602,1,0.07256225343903304,0.07207333282122684,10,2,1,0,51.24334643932026,51.24334643932026,60,41.59410441322763,150,0,0,0.04159410441322763,200,10,60,nan,0,nan,nan,nan,nan,nan,4.13e-05,8e-06,9.149999999999999e-06,1.21e-05,4.13e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,05_resultados\revisao_operacional\campanha_v1\j00055.mat,campanha_v1,120,,,,,,,,
j00056,fairness,limite_fonte,heuristico_foresight,"{""common_slew"": 1, ""dPBESS_ref_max"": 120, ""dPBESS_ref_max_evento"": 120}",4.67481628589934,4.67481628589934,1,0.00330028275765541,0.002853638055887286,4,0,0,0,51.105919538735456,51.105919538735456,60,42.24688219100541,150,0,0,0.04224688219100541,200,4,59.877154566927075,nan,0,nan,nan,nan,nan,nan,4.71e-05,9e-06,1.22e-05,2.125e-05,5.37e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,05_resultados\revisao_operacional\campanha_v1\j00056.mat,campanha_v1,120,,,,,,,,
j00057,fairness,limite_fonte,miope_qp,"{""common_slew"": 1, ""dPBESS_ref_max"": 120, ""dPBESS_ref_max_evento"": 120}",102.78262296256007,102.78262296256007,1,0.03604968309237948,0.03603077190715091,2,1,1,0,51.23562864032509,51.23562864032509,60,41.63076395845623,330.24801284726226,0,0,0.041630763958456225,200,2,59.99998820295704,nan,0,nan,nan,nan,nan,nan,0.0011756,0.0005876,0.0007563,0.00113285,0.0012125,0.0010365,0.0005222,0.00066295,0.00100615,0.0010606,nan,nan,nan,nan,nan,0,05_resultados\revisao_operacional\campanha_v1\j00057.mat,campanha_v1,120,,,,,,,,
j00058,fairness,limite_fonte,mpc_qp_v5,"{""common_slew"": 1, ""dPBESS_ref_max"": 120, ""dPBESS_ref_max_evento"": 120}",5.684341886080802e-14,0,1,4.961165522151722e-15,0,0,0,0,0,50.824770020248536,50.824770020248536,60,43.582342403819354,152.14742588911048,0,0,0.043582342403819356,200,0,59.62846866810756,7.105427357601002e-15,0,0,0,2.2737367544323206e-13,333283.200808402,4015243775612013.0,0.0212506,0.0249478,0.0274498,0.0335177,0.0382458,0.0152577,0.020806400000000003,0.0228123,0.028922,0.0333793,0.004164,0.0039211,0.00459915,0.0049756,0.0063516,0,05_resultados\revisao_operacional\campanha_v1\j00058.mat,campanha_v1,120,,,,,,,,
j00059,fairness,limite_fonte,mpc_qp_estocastico_3cen,"{""common_slew"": 1, ""dPBESS_ref_max"": 120, ""dPBESS_ref_max_evento"": 120}",5.684341886080802e-14,0,1,2.589533525881254e-15,0,0,0,0,0,38.27613380704462,38.27613380704462,60,103.18836441653832,472.69551101689154,0,0,0.10318836441653832,200,0,58.15878186748992,7.105427357601002e-15,0,0,0,1.3642420526593924e-11,666566.4042708572,8858386386927326.0,0.045608,0.05600695,0.0601799,0.0688952,0.0751782,0.0317456,0.04472835,0.04707065,0.05573805,0.0629517,0.0109676,0.01101535,0.012981050000000001,0.0142696,0.0172473,0,05_resultados\revisao_operacional\campanha_v1\j00059.mat,campanha_v1,120,,,,,,,,
j00060,fairness,limite_fonte,heuristico,"{""common_slew"": 1, ""dPBESS_ref_max"": 200, ""dPBESS_ref_max_evento"": 200}",90.97959895689502,90.97959895689502,1,0.06422892010569978,0.06379614904621922,10,2,0,0,51.241592053355326,51.241592053355326,60,41.602437746560966,150,0,0,0.041602437746560965,200,10,60,nan,0,nan,nan,nan,nan,nan,4.14e-05,7.9e-06,9.250000000000001e-06,1.39e-05,4.14e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,05_resultados\revisao_operacional\campanha_v1\j00060.mat,campanha_v1,200,,,,,,,,
j00061,fairness,limite_fonte,heuristico_foresight,"{""common_slew"": 1, ""dPBESS_ref_max"": 200, ""dPBESS_ref_max_evento"": 200}",4.67481628589934,4.67481628589934,1,0.00330028275765541,0.002853638055887286,4,0,0,0,51.105919538735456,51.105919538735456,60,42.24688219100541,150,0,0,0.04224688219100541,200,4,59.877154566927075,nan,0,nan,nan,nan,nan,nan,4.59e-05,8.9e-06,9.7e-06,1.66e-05,8.05e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,05_resultados\revisao_operacional\campanha_v1\j00061.mat,campanha_v1,200,,,,,,,,
j00062,fairness,limite_fonte,miope_qp,"{""common_slew"": 1, ""dPBESS_ref_max"": 200, ""dPBESS_ref_max_evento"": 200}",71.30519153523227,71.30519153523227,1,0.019831966664005756,0.01980699764867563,1,1,0,0,51.23219403092703,51.23219403092703,60,41.6470783530966,370.1505269870766,0,0,0.041647078353096605,200,1,59.999989496309084,nan,0,nan,nan,nan,nan,nan,0.0012439,0.00056125,0.00063995,0.00078415,0.0012439,0.0011113,0.0004996,0.0005676500000000001,0.0007052,0.0011113,nan,nan,nan,nan,nan,0,05_resultados\revisao_operacional\campanha_v1\j00062.mat,campanha_v1,200,,,,,,,,
j00063,fairness,limite_fonte,mpc_qp_v5,"{""common_slew"": 1, ""dPBESS_ref_max"": 200, ""dPBESS_ref_max_evento"": 200}",5.684341886080802e-14,0,1,4.769669751510185e-15,0,0,0,0,0,50.84490372525366,50.84490372525366,60,43.486707305045094,152.4576281369219,0,0,0.04348670730504509,200,0,59.62846954162151,7.105427357601002e-15,0,0,0,2.2737367544323206e-13,333283.200808402,4015243775612013.0,0.0194975,0.0274296,0.0302808,0.039250400000000005,0.0453505,0.0135344,0.02318875,0.02536365,0.0340916,0.040065,0.0041534,0.004008599999999999,0.00474795,0.0053763000000000005,0.0060951,0,05_resultados\revisao_operacional\campanha_v1\j00063.mat,campanha_v1,200,,,,,,,,
j00064,fairness,limite_fonte,mpc_qp_estocastico_3cen,"{""common_slew"": 1, ""dPBESS_ref_max"": 200, ""dPBESS_ref_max_evento"": 200}",5.684341886080802e-14,0,1,2.4276876805136757e-15,0,0,0,0,0,38.27365566903672,38.27365566903672,60,103.2001355720752,472.97775618071125,0,0,0.10320013557207519,200,0,58.15630430136228,7.105427357601002e-15,0,0,0,2.0804691303055733e-11,666566.4042708572,8858386386927326.0,0.0431133,0.05605905,0.060281600000000005,0.0695453,0.0805236,0.0284213,0.04487175,0.04691065,0.0563451,0.06933,0.0118094,0.010945449999999999,0.0126063,0.01379685,0.0160052,0,05_resultados\revisao_operacional\campanha_v1\j00064.mat,campanha_v1,200,,,,,,,,
j00065,fairness,limite_fonte,heuristico,"{""common_slew"": 1, ""dPBESS_ref_max"": 400, ""dPBESS_ref_max_evento"": 400}",90.97959895689502,90.97959895689502,1,0.06422892010569978,0.06379614904621922,10,2,0,0,51.241592053355326,51.241592053355326,60,41.602437746560966,150,0,0,0.041602437746560965,200,10,60,nan,0,nan,nan,nan,nan,nan,4.44e-05,8e-06,1.1e-05,1.77e-05,5.9e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,05_resultados\revisao_operacional\campanha_v1\j00065.mat,campanha_v1,400,,,,,,,,
j00066,fairness,limite_fonte,heuristico_foresight,"{""common_slew"": 1, ""dPBESS_ref_max"": 400, ""dPBESS_ref_max_evento"": 400}",4.67481628589934,4.67481628589934,1,0.00330028275765541,0.002853638055887286,4,0,0,0,51.105919538735456,51.105919538735456,60,42.24688219100541,150,0,0,0.04224688219100541,200,4,59.877154566927075,nan,0,nan,nan,nan,nan,nan,4.84e-05,8.9e-06,1.12e-05,1.625e-05,4.84e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,05_resultados\revisao_operacional\campanha_v1\j00066.mat,campanha_v1,400,,,,,,,,
j00067,fairness,limite_fonte,miope_qp,"{""common_slew"": 1, ""dPBESS_ref_max"": 400, ""dPBESS_ref_max_evento"": 400}",6.196130379976239e-05,0,1,1.677832328003363e-05,0,0,0,0,0,51.22438685415972,51.22438685415972,60,41.684162442741595,650.2590927473992,0,0,0.0416841624427416,200,0,59.99998905316002,nan,0,nan,nan,nan,nan,nan,0.0013258,0.0005666499999999999,0.0006301,0.0008010000000000001,0.0013258,0.0011773,0.0005047,0.00055445,0.00071375,0.0011773,nan,nan,nan,nan,nan,0,05_resultados\revisao_operacional\campanha_v1\j00067.mat,campanha_v1,400,,,,,,,,
j00068,fairness,limite_fonte,mpc_qp_v5,"{""common_slew"": 1, ""dPBESS_ref_max"": 400, ""dPBESS_ref_max_evento"": 400}",5.684341886080802e-14,0,1,4.7297163744113714e-15,0,0,0,0,0,50.83058232938712,50.83058232938712,60,43.554733935411306,152.33541679930528,0,0,0.04355473393541131,200,0,59.628468779604496,7.105427357601002e-15,0,0,0,5.684341886080801e-13,333283.200808402,4015243775612013.0,0.0188402,0.02696065,0.02858185,0.0311692,0.036573,0.0133463,0.022766599999999998,0.024050250000000002,0.0262292,0.0321107,0.003626,0.0039246,0.00456255,0.00494775,0.0067666,0,05_resultados\revisao_operacional\campanha_v1\j00068.mat,campanha_v1,400,,,,,,,,
j00069,fairness,limite_fonte,mpc_qp_estocastico_3cen,"{""common_slew"": 1, ""dPBESS_ref_max"": 400, ""dPBESS_ref_max_evento"": 400}",5.684341886080802e-14,0,1,2.636903041598594e-15,0,0,0,0,0,38.2736239603758,38.2736239603758,60,103.20028618821485,472.9860602460257,0,0,0.10320028618821485,200,0,58.156304349304506,7.105427357601002e-15,0,0,0,0.0013687322633586518,666566.4042708572,8858386386927326.0,0.0432763,0.055599449999999995,0.0603779,0.0678294,0.0756932,0.028149,0.0444103,0.0469105,0.0547628,0.0632096,0.012225,0.01098875,0.012634349999999999,0.01392175,0.0162657,0,05_resultados\revisao_operacional\campanha_v1\j00069.mat,campanha_v1,400,,,,,,,,
j00070,ablacao,limite_fonte,mpc_qp_v5,"{""mpc_foresight_grid"": 0}",5.684341886080802e-14,0,1,4.525834738384814e-15,0,0,0,0,0,50.83058161150191,50.83058161150191,60,43.55473734536567,152.33541664108074,0,0,0.04355473734536568,200,0,59.628468060794916,7.105427357601002e-15,0,0,0,4.547473508864641e-13,333283.200808402,4015243775612013.0,0.0211946,0.0278365,0.034801250000000006,0.0390845,0.0447546,0.0150114,0.02342205,0.03026235,0.03357865,0.0398542,0.0042687,0.00402485,0.004757549999999999,0.00524145,0.0063208,0,05_resultados\revisao_operacional\campanha_v1\j00070.mat,campanha_v1,,load_only,,,,,,,
j00071,ablacao,limite_fonte,mpc_qp_v5,"{""mpc_foresight_grid"": 0, ""mpc_foresight_load"": 0}",3.9626254986899596,3.9626254986899596,1,0.001100729305196056,0.0011007293051916555,1,0,0,0,50.747839322311435,50.747839322311435,60,43.94776321902109,592.1865403436988,0,0,0.043947763219021094,200,1,59.99961693009053,7.105427357601002e-15,0,0,0,2.2737367544323206e-13,333283.200808402,4015243775612013.0,0.0208708,0.0268755,0.02842955,0.0302334,0.0468466,0.0151076,0.02266165,0.024009799999999998,0.025342299999999998,0.0396714,0.0042098,0.00392595,0.0045815000000000005,0.0049336499999999995,0.0097456,0,05_resultados\revisao_operacional\campanha_v1\j00071.mat,campanha_v1,,no_preview,,,,,,,
j00072,ablacao,limite_fonte,mpc_qp_v5,"{""Nc_mpc"": 1, ""Np_mpc"": 1}",3.903116547912589,3.903116547912589,1,0.0010841990410897563,0.0010841990410868302,1,0,0,0,39.87176252431979,39.87176252431979,60,95.60912800948135,422.3020070848082,0,0,0.09560912800948135,200,1,59.9999965988805,7.105427357601002e-15,0,0,0,2.2737367544323206e-13,33249.70894497384,4393469340288.3667,0.002821,0.00167735,0.00228545,0.00273505,0.0042594,0.0018026,0.0013553,0.0018369,0.0022268,0.0027586,0.0004146,0.00018935,0.0002796,0.0003357,0.0022164,0,05_resultados\revisao_operacional\campanha_v1\j00072.mat,campanha_v1,,horizon1,,,,,,,
j00073,ablacao,limite_fonte,mpc_qp_v5,"{""disable_event_constraint"": 1}",0.09380091397363799,0,1,2.6055809441584588e-05,0,0,0,0,0,50.84460996066581,50.84460996066581,60,43.488102686837365,153.17204531238784,0,0,0.043488102686837365,200,0,59.633007113569256,7.105427357601002e-15,0,0,0,2.2737367544323206e-13,333283.200808402,4015243775612013.0,0.02305,0.02068755,0.02529825,0.031272049999999996,0.0346855,0.0161046,0.0163677,0.019930450000000002,0.025984399999999998,0.0286778,0.0051891,0.00406615,0.0050028,0.00546565,0.0060047,0,05_resultados\revisao_operacional\campanha_v1\j00073.mat,campanha_v1,,no_event,,,,,,,
j00074,fairness,perda_fonte,heuristico,"{""common_slew"": 1, ""dPBESS_ref_max"": 120, ""dPBESS_ref_max_evento"": 120}",592.6122638850534,592.6122638850534,1,14.754610453615202,14.754610453615202,150,150,150,150,57.90343641541995,56.47212333132807,60,24.29064093456975,850,0,0,0.02429064093456975,500,150,60,nan,0,nan,nan,nan,nan,nan,4.01e-05,8.1e-06,1.01e-05,1.485e-05,0.0007761,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,05_resultados\revisao_operacional\campanha_v1\j00074.mat,campanha_v1,120,,,,,,,,
j00075,fairness,perda_fonte,heuristico_foresight,"{""common_slew"": 1, ""dPBESS_ref_max"": 120, ""dPBESS_ref_max_evento"": 120}",362.4661767623983,362.4661767623983,1,14.59213408735375,14.59213408735375,150,150,150,150,57.54164304310025,56.110329959008375,60,26.00915945308827,850,0,0,0.02600915945308827,500,150,59.672412178472214,nan,0,nan,nan,nan,nan,nan,4.66e-05,8.9e-06,1.12e-05,2.7e-05,0.0002745,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,05_resultados\revisao_operacional\campanha_v1\j00075.mat,campanha_v1,120,,,,,,,,
j00076,fairness,perda_fonte,miope_qp,"{""common_slew"": 1, ""dPBESS_ref_max"": 120, ""dPBESS_ref_max_evento"": 120}",702.782623001418,702.782623001418,1,14.887942454570023,14.887942454570023,150,150,150,150,57.94283678071523,56.503082541757074,60,24.18801181590744,1150.000825262634,0,0,0.02418801181590744,500,150,59.99996967342122,nan,0,nan,nan,nan,nan,nan,0.0012507,0.0005587,0.0006182500000000001,0.0007672499999999999,0.0075879,0.0010757,0.0004972500000000001,0.00055125,0.0006816999999999999,0.0065692,nan,nan,nan,nan,nan,0,05_resultados\revisao_operacional\campanha_v1\j00076.mat,campanha_v1,120,,,,,,,,
j00077,fairness,perda_fonte,mpc_qp_v5,"{""common_slew"": 1, ""dPBESS_ref_max"": 120, ""dPBESS_ref_max_evento"": 120}",350.03756340362895,350.03756340362895,1,14.583359852008392,14.583359852008389,150,150,150,150,57.16360978242668,55.76986512307964,60,27.42863887246087,1675.7201581398106,0,1.6666666666666667,0.02742863887246087,500,150,59.41086665841995,0.01457075997567614,733,0,0,0.0002196839463977085,333283.200808402,4015243775612013.0,0.0203456,0.0237564,0.034500199999999995,0.03919655,0.0478227,0.0147308,0.0199625,0.03000805,0.0347422,0.041821,0.0037741,0.00373415,0.00444105,0.0047113,0.0052987,0,05_resultados\revisao_operacional\campanha_v1\j00077.mat,campanha_v1,120,,,,,,,,
j00078,fairness,perda_fonte,mpc_qp_estocastico_3cen,"{""common_slew"": 1, ""dPBESS_ref_max"": 120, ""dPBESS_ref_max_evento"": 120}",350.00040694774066,350.00040694774066,1,14.583333620637527,14.583333620637525,150,150,150,150,49.58510815966034,49.58510815966034,60,49.470736241614155,1791.9827100676644,0,0.33333333333333337,0.049470736241614154,500,150,56.381273143936745,7.105427357601002e-15,0,0,0,0.0702002980395946,666566.4042708572,8858386386927326.0,0.0564984,0.05332515,0.0802824,0.1152696,0.1346467,0.0332311,0.041122149999999996,0.06677005,0.10320770000000001,0.1219223,0.0118871,0.011685399999999999,0.013927249999999999,0.015261299999999998,0.0207648,0,05_resultados\revisao_operacional\evento_adiantado_corrigido_v1\j00078.mat,evento_adiantado_corrigido_v1,120,,,,,,,,
j00079,fairness,perda_fonte,heuristico,"{""common_slew"": 1, ""dPBESS_ref_max"": 200, ""dPBESS_ref_max_evento"": 200}",592.6122638850534,592.6122638850534,1,14.754610453615202,14.754610453615202,150,150,150,150,57.92247149334921,56.48872242120056,60,24.22461624744773,850,0,0,0.02422461624744773,500,150,60,nan,0,nan,nan,nan,nan,nan,3.96e-05,8e-06,1.02e-05,1.2600000000000001e-05,8.18e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,05_resultados\revisao_operacional\campanha_v1\j00079.mat,campanha_v1,200,,,,,,,,
j00080,fairness,perda_fonte,heuristico_foresight,"{""common_slew"": 1, ""dPBESS_ref_max"": 200, ""dPBESS_ref_max_evento"": 200}",362.4661767623983,362.4661767623983,1,14.59213408735375,14.59213408735375,150,150,150,150,57.56067812102951,56.12692904888087,60,25.943134765966242,850,0,0,0.02594313476596624,500,150,59.672412178472214,nan,0,nan,nan,nan,nan,nan,4.62e-05,9e-06,1.15e-05,1.73e-05,4.97e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,05_resultados\revisao_operacional\campanha_v1\j00080.mat,campanha_v1,200,,,,,,,,
